product_id,product_name,category,sub_category,brand,price,cost_price,launch_date,is_active
P-4244,Product_4244,Fashion,Kids,Brand_54,47999.76,32689.79,2024-07-11,Y
P-4245,Product_4245,Electronics,Accessories,Brand_32,16382.52,10401.68,2022-12-02,Y
P-4246,Product_4246,Grocery,Food,Brand_71,34506.39,25372.25,2022-06-01,N
P-4247,Product_4247,Electronics,Accessories,Brand_78,1813.98,952.2,2023-11-13,Y
P-4248,Product_4248,Grocery,Beverages,Brand_10,22129.08,11258.28,2022-03-26,N
P-4249,Product_4249,Electronics,Accessories,Brand_20,8104.58,5236.88,2024-01-08,Y
P-4250,Product_4250,Grocery,Food,Brand_82,15650.73,8013.36,2023-08-23,Y
P-4251,Product_4251,Grocery,Beverages,Brand_19,44766.94,32871.22,2022-08-13,N
P-4252,Product_4252,Home,Decor,Brand_85,38612.81,23280.8,2024-09-02,Y
P-4253,Product_4253,Home,Decor,Brand_86,19727.61,11888.65,2022-07-25,N
P-4254,Product_4254,Grocery,Beverages,Brand_97,18007.58,10938.2,2024-02-10,Y
P-4255,Product_4255,Grocery,Beverages,Brand_43,33211.38,17988.89,2022-02-19,Y
P-4256,Product_4256,Fashion,Men,Brand_82,32737.82,25165.82,2022-04-22,N
P-4257,Product_4257,Electronics,Mobile,Brand_11,33732.02,17213.18,2024-02-02,Y
P-4258,Product_4258,Home,Decor,Brand_96,4676.87,3410.0,2023-01-10,N
P-4259,Product_4259,Fashion,Kids,Brand_18,14034.58,8056.22,2022-03-23,N
P-4260,Product_4260,Grocery,Beverages,Brand_18,23481.51,12598.9,2023-04-04,Y
P-4261,Product_4261,Fashion,Men,Brand_48,28303.63,19747.32,2024-06-11,Y
P-4262,Product_4262,Electronics,Laptop,Brand_42,31885.33,22960.1,2023-11-19,Y
P-4263,Product_4263,Grocery,Food,Brand_18,13858.23,8443.79,2023-09-02,Y
P-4264,Product_4264,Grocery,Beverages,Brand_13,45489.66,28699.09,2023-09-07,N
P-4265,Product_4265,Electronics,Laptop,Brand_92,18072.67,13964.62,2023-05-02,Y
P-4266,Product_4266,Home,Decor,Brand_67,1549.75,832.48,2023-09-17,Y
P-4267,Product_4267,Grocery,Beverages,Brand_28,17679.93,12350.53,2024-11-23,N
P-4268,Product_4268,Home,Decor,Brand_72,5544.27,3058.8,2023-02-06,Y
P-4269,Product_4269,Grocery,Food,Brand_20,32928.39,21593.75,2023-09-20,Y
P-4270,Product_4270,Home,Decor,Brand_51,14674.91,8219.11,2023-03-29,N
P-4271,Product_4271,Fashion,Kids,Brand_2,30843.71,17962.44,2022-06-06,N
P-4272,Product_4272,Grocery,Food,Brand_70,5345.44,3120.74,2024-03-02,N
P-4273,Product_4273,Fashion,Kids,Brand_48,39151.82,24398.53,2022-06-18,Y
P-4274,Product_4274,Electronics,Laptop,Brand_8,14534.02,9195.6,2024-11-22,Y
P-4275,Product_4275,Grocery,Beverages,Brand_57,45433.2,31281.64,2022-08-03,Y
P-4276,Product_4276,Fashion,Men,Brand_60,21880.15,11855.89,2022-10-04,Y
P-4277,Product_4277,Fashion,Men,Brand_31,15519.9,11633.28,2023-07-06,Y
P-4278,Product_4278,Home,Furniture,Brand_9,21219.11,15191.61,2022-05-18,Y
P-4279,Product_4279,Grocery,Beverages,Brand_68,25586.44,19379.47,2024-08-26,N
P-4280,Product_4280,Home,Decor,Brand_86,20247.8,14119.5,2022-08-31,Y
P-4281,Product_4281,Grocery,Food,Brand_68,15096.47,10055.53,2023-11-10,N
P-4282,Product_4282,Electronics,Accessories,Brand_33,14994.72,11369.73,2022-08-05,Y
P-4283,Product_4283,Electronics,Accessories,Brand_73,24570.85,14417.85,2024-01-16,N
P-4284,Product_4284,Home,Decor,Brand_98,18958.95,12928.13,2022-01-12,Y
P-4285,Product_4285,Home,Furniture,Brand_64,40044.15,21908.9,2022-10-23,Y
P-4286,Product_4286,Home,Decor,Brand_81,269.75,167.03,2023-07-05,N
P-4287,Product_4287,Home,Decor,Brand_85,2909.97,1548.13,2023-12-20,N
P-4288,Product_4288,Grocery,Beverages,Brand_48,41066.89,22278.7,2022-04-09,Y
P-4289,Product_4289,Grocery,Food,Brand_76,46907.36,28220.52,2022-09-26,N
P-4290,Product_4290,Fashion,Men,Brand_27,25427.88,19749.16,2024-03-28,Y
P-4291,Product_4291,Grocery,Beverages,Brand_69,38361.96,21763.86,2022-03-14,N
P-4292,Product_4292,Electronics,Laptop,Brand_89,30710.86,16566.16,2022-11-29,N
P-4293,Product_4293,Fashion,Men,Brand_95,35585.86,25319.83,2022-04-21,Y
P-4294,Product_4294,Fashion,Men,Brand_28,23047.15,17225.93,2024-04-08,Y
P-4295,Product_4295,Grocery,Food,Brand_21,24743.67,17924.42,2023-08-26,N
P-4296,Product_4296,Grocery,Beverages,Brand_94,40833.87,23971.19,2022-02-22,N
P-4297,Product_4297,Electronics,Mobile,Brand_8,32086.42,22051.0,2023-11-05,Y
P-4298,Product_4298,Home,Decor,Brand_54,12019.95,7450.09,2023-08-11,Y
P-4299,Product_4299,Electronics,Laptop,Brand_78,19964.93,12367.87,2023-11-28,N
P-4300,Product_4300,Home,Furniture,Brand_40,15041.16,11876.62,2024-08-24,Y
P-4301,Product_4301,Home,Decor,Brand_9,12833.39,10155.66,2022-11-25,N
P-4302,Product_4302,Electronics,Laptop,Brand_58,36380.35,19353.29,2022-09-12,N
P-4303,Product_4303,Electronics,Accessories,Brand_7,29719.66,16930.15,2022-11-11,Y
P-4304,Product_4304,Home,Decor,Brand_96,18857.74,14106.6,2022-07-18,Y
P-4305,Product_4305,Fashion,Kids,Brand_60,34029.49,22209.75,2023-08-08,N
P-4306,Product_4306,Grocery,Food,Brand_73,20526.4,13282.6,2024-01-24,N
P-4307,Product_4307,Electronics,Mobile,Brand_100,19705.02,14132.61,2023-07-14,Y
P-4308,Product_4308,Fashion,Men,Brand_68,26993.59,19870.82,2022-09-18,Y
P-4309,Product_4309,Home,Decor,Brand_66,36031.44,28543.57,2024-02-29,N
P-4310,Product_4310,Fashion,Women,Brand_12,38529.54,23720.89,2023-03-08,N
P-4311,Product_4311,Electronics,Laptop,Brand_25,22215.55,12165.14,2023-03-11,Y
P-4312,Product_4312,Grocery,Food,Brand_40,37157.91,27881.97,2024-09-18,Y
P-4313,Product_4313,Grocery,Beverages,Brand_39,9208.5,6691.2,2024-08-23,N
P-4314,Product_4314,Fashion,Kids,Brand_8,46602.48,26426.69,2022-05-04,Y
P-4315,Product_4315,Grocery,Food,Brand_60,36763.88,29294.1,2024-08-09,Y
P-4316,Product_4316,Electronics,Mobile,Brand_58,10163.88,7256.34,2024-07-02,Y
P-4317,Product_4317,Fashion,Women,Brand_43,44286.04,30642.03,2022-09-01,N
P-4318,Product_4318,Home,Decor,Brand_85,41021.4,29612.57,2024-02-14,N
P-4319,Product_4319,Fashion,Men,Brand_21,47459.83,24018.84,2024-05-25,N
P-4320,Product_4320,Home,Decor,Brand_3,30555.77,24065.49,2022-12-07,Y
P-4321,Product_4321,Electronics,Mobile,Brand_70,12564.25,7477.19,2023-05-08,N
P-4322,Product_4322,Electronics,Mobile,Brand_61,10968.93,6374.39,2023-02-18,Y
P-4323,Product_4323,Home,Decor,Brand_72,16005.56,12067.81,2022-06-20,Y
P-4324,Product_4324,Fashion,Women,Brand_77,25719.44,13004.41,2022-04-02,Y
P-4325,Product_4325,Grocery,Food,Brand_91,142.05,87.92,2024-10-20,Y
P-4326,Product_4326,Electronics,Accessories,Brand_15,39156.41,28593.15,2024-02-08,N
P-4327,Product_4327,Home,Furniture,Brand_78,4552.38,2382.71,2022-03-31,N
P-4328,Product_4328,Home,Decor,Brand_36,26672.93,14680.91,2023-03-29,N
P-4329,Product_4329,Electronics,Laptop,Brand_36,37771.54,29062.0,2022-07-19,Y
P-4330,Product_4330,Grocery,Food,Brand_93,32648.12,18996.92,2023-04-13,N
P-4331,Product_4331,Grocery,Food,Brand_30,11411.71,8404.89,2022-02-12,Y
P-4332,Product_4332,Fashion,Women,Brand_39,16717.84,11256.55,2023-04-03,Y
P-4333,Product_4333,Fashion,Kids,Brand_96,44096.87,28357.26,2022-02-11,Y
P-4334,Product_4334,Electronics,Mobile,Brand_12,20505.33,12179.76,2024-03-31,Y
P-4335,Product_4335,Fashion,Women,Brand_68,16524.42,10624.36,2022-03-27,Y
P-4336,Product_4336,Fashion,Women,Brand_87,41459.86,30061.48,2022-12-27,N
P-4337,Product_4337,Electronics,Accessories,Brand_66,12507.83,7226.5,2022-07-20,Y
P-4338,Product_4338,Electronics,Accessories,Brand_91,38214.13,24215.64,2024-05-30,N
P-4339,Product_4339,Fashion,Men,Brand_30,2255.5,1440.92,2022-08-07,N
P-4340,Product_4340,Grocery,Beverages,Brand_27,19083.28,10643.91,2024-09-03,N
P-4341,Product_4341,Grocery,Beverages,Brand_34,45247.03,24675.57,2022-10-21,Y
P-4342,Product_4342,Home,Decor,Brand_3,24005.03,13814.34,2024-12-01,Y
P-4343,Product_4343,Home,Furniture,Brand_51,9509.35,6032.13,2022-09-28,Y
P-4344,Product_4344,Home,Furniture,Brand_57,22126.76,14904.64,2023-04-05,Y
P-4345,Product_4345,Grocery,Beverages,Brand_67,48530.61,37774.67,2023-10-20,N
P-4346,Product_4346,Fashion,Kids,Brand_50,5550.64,2968.42,2024-05-01,N
P-4347,Product_4347,Home,Furniture,Brand_13,45668.2,36493.16,2024-05-29,Y
P-4348,Product_4348,Home,Decor,Brand_64,23306.27,13991.03,2024-09-24,Y
P-4349,Product_4349,Grocery,Beverages,Brand_30,9916.09,6245.4,2023-03-19,Y
P-4350,Product_4350,Fashion,Kids,Brand_11,26024.71,15652.7,2022-08-30,N
P-4351,Product_4351,Fashion,Men,Brand_80,9881.88,4985.82,2022-06-26,N
P-4352,Product_4352,Home,Decor,Brand_20,2541.25,1560.12,2022-10-20,N
P-4353,Product_4353,Fashion,Men,Brand_18,43732.86,22528.01,2022-02-05,Y
P-4354,Product_4354,Grocery,Beverages,Brand_26,49737.22,31975.19,2022-02-13,N
P-4355,Product_4355,Fashion,Kids,Brand_88,48051.61,26158.74,2024-04-02,N
P-4356,Product_4356,Electronics,Laptop,Brand_94,10703.46,6986.79,2022-01-09,N
P-4357,Product_4357,Electronics,Mobile,Brand_6,7640.09,5847.19,2024-06-18,N
P-4358,Product_4358,Electronics,Accessories,Brand_57,5277.73,3659.43,2022-05-01,Y
P-4359,Product_4359,Fashion,Women,Brand_20,44758.79,32802.6,2024-12-29,N
P-4360,Product_4360,Home,Decor,Brand_68,6114.16,4480.55,2023-04-17,Y
P-4361,Product_4361,Electronics,Mobile,Brand_91,21227.63,16555.98,2024-01-09,N
P-4362,Product_4362,Fashion,Kids,Brand_11,26021.27,18706.7,2022-11-01,N
P-4363,Product_4363,Electronics,Mobile,Brand_13,42915.62,22474.68,2024-12-15,Y
P-4364,Product_4364,Home,Decor,Brand_7,17469.04,9400.15,2023-03-22,Y
P-4365,Product_4365,Home,Decor,Brand_81,44157.11,33858.77,2022-01-14,N
P-4366,Product_4366,Fashion,Kids,Brand_32,9147.93,6966.15,2022-03-27,N
P-4367,Product_4367,Electronics,Accessories,Brand_14,29353.85,16773.7,2024-04-02,Y
P-4368,Product_4368,Electronics,Laptop,Brand_29,26062.03,19799.48,2022-07-03,N
P-4369,Product_4369,Fashion,Kids,Brand_87,19688.03,12777.64,2023-02-01,N
P-4370,Product_4370,Grocery,Beverages,Brand_86,37207.4,20717.65,2024-05-19,Y
P-4371,Product_4371,Electronics,Laptop,Brand_37,40986.47,22221.27,2023-08-11,N
P-4372,Product_4372,Fashion,Women,Brand_34,18895.42,9750.53,2023-09-16,N
P-4373,Product_4373,Home,Furniture,Brand_23,47570.55,33287.33,2022-10-03,Y
P-4374,Product_4374,Home,Decor,Brand_99,7228.39,5084.69,2023-12-26,N
P-4375,Product_4375,Grocery,Beverages,Brand_59,24261.78,16888.74,2023-09-03,N
P-4376,Product_4376,Fashion,Women,Brand_23,34222.16,21998.34,2024-02-28,Y
P-4377,Product_4377,Fashion,Kids,Brand_89,10585.52,7784.24,2023-07-21,N
P-4378,Product_4378,Grocery,Food,Brand_32,23965.88,18669.04,2024-07-01,N
P-4379,Product_4379,Grocery,Beverages,Brand_53,7058.76,4919.83,2023-01-05,Y
P-4380,Product_4380,Fashion,Kids,Brand_49,21491.71,15470.15,2023-07-27,Y
P-4381,Product_4381,Home,Decor,Brand_55,977.61,518.55,2023-05-31,N
P-4382,Product_4382,Electronics,Mobile,Brand_14,11931.69,7879.33,2022-10-18,N
P-4383,Product_4383,Grocery,Food,Brand_55,32445.4,17954.21,2024-10-09,N
P-4384,Product_4384,Electronics,Accessories,Brand_64,10867.52,7964.93,2023-07-23,N
P-4385,Product_4385,Fashion,Kids,Brand_88,8571.15,5466.32,2023-04-04,Y
P-4386,Product_4386,Grocery,Beverages,Brand_40,40325.14,22165.36,2023-05-12,N
P-4387,Product_4387,Grocery,Beverages,Brand_63,44485.85,33084.39,2024-03-29,Y
P-4388,Product_4388,Home,Decor,Brand_60,37639.72,18996.34,2023-01-12,Y
P-4389,Product_4389,Electronics,Laptop,Brand_63,23072.55,12496.54,2022-07-15,Y
P-4390,Product_4390,Grocery,Food,Brand_30,7091.05,4587.57,2022-07-09,Y
P-4391,Product_4391,Home,Furniture,Brand_52,43906.66,24793.7,2024-08-21,N
P-4392,Product_4392,Grocery,Beverages,Brand_32,40784.48,28826.84,2023-02-28,Y
P-4393,Product_4393,Fashion,Kids,Brand_20,29377.37,16651.08,2022-01-03,Y
P-4394,Product_4394,Home,Decor,Brand_82,27127.94,16010.8,2024-07-20,Y
P-4395,Product_4395,Electronics,Mobile,Brand_91,1286.56,966.3,2023-07-26,Y
P-4396,Product_4396,Grocery,Food,Brand_23,31518.15,25206.69,2023-03-01,N
P-4397,Product_4397,Fashion,Women,Brand_32,38600.07,25499.75,2024-12-02,N
P-4398,Product_4398,Grocery,Beverages,Brand_9,20400.71,13633.8,2023-01-15,N
P-4399,Product_4399,Electronics,Mobile,Brand_93,2310.0,1532.96,2024-10-03,N
P-4400,Product_4400,Grocery,Beverages,Brand_35,23390.25,17401.96,2023-08-24,Y
P-4401,Product_4401,Electronics,Mobile,Brand_77,28965.08,18540.49,2023-11-05,N
P-4402,Product_4402,Home,Furniture,Brand_93,38625.05,21917.54,2023-09-16,N
P-4403,Product_4403,Home,Furniture,Brand_96,17194.06,10455.06,2024-06-17,Y
P-4404,Product_4404,Grocery,Food,Brand_10,13690.08,10426.28,2022-12-26,N
P-4405,Product_4405,Fashion,Kids,Brand_96,16085.71,11874.51,2023-11-05,N
P-4406,Product_4406,Home,Furniture,Brand_82,4798.99,3496.02,2023-11-05,N
P-4407,Product_4407,Grocery,Food,Brand_88,33517.93,17996.19,2022-08-22,N
P-4408,Product_4408,Home,Decor,Brand_4,49132.82,29953.96,2023-01-29,N
P-4409,Product_4409,Electronics,Mobile,Brand_61,28324.03,19584.03,2023-01-28,Y
P-4410,Product_4410,Grocery,Beverages,Brand_12,29539.3,23460.12,2023-08-02,Y
P-4411,Product_4411,Home,Decor,Brand_52,20693.58,13513.71,2024-02-18,Y
P-4412,Product_4412,Electronics,Laptop,Brand_13,17406.01,13574.03,2023-05-09,Y
P-4413,Product_4413,Fashion,Women,Brand_9,9779.77,5859.14,2024-01-25,N
P-4414,Product_4414,Home,Furniture,Brand_19,14723.54,8431.3,2023-05-24,Y
P-4415,Product_4415,Fashion,Women,Brand_74,7546.65,4293.4,2023-01-21,N
P-4416,Product_4416,Fashion,Women,Brand_25,26548.09,19258.67,2023-03-11,Y
P-4417,Product_4417,Home,Decor,Brand_43,38331.62,26627.07,2023-12-23,N
P-4418,Product_4418,Electronics,Accessories,Brand_19,31992.43,24361.9,2024-10-28,Y
P-4419,Product_4419,Electronics,Accessories,Brand_28,40884.37,28079.81,2023-06-23,Y
P-4420,Product_4420,Fashion,Kids,Brand_96,33374.88,25491.94,2024-04-30,N
P-4421,Product_4421,Fashion,Kids,Brand_74,643.8,386.26,2023-10-09,Y
P-4422,Product_4422,Home,Decor,Brand_82,20556.83,11462.42,2023-05-12,N
P-4423,Product_4423,Fashion,Women,Brand_29,22634.08,11703.78,2023-07-16,Y
P-4424,Product_4424,Electronics,Accessories,Brand_60,18990.38,14915.59,2022-02-15,N
P-4425,Product_4425,Home,Decor,Brand_29,39382.18,28178.3,2022-09-02,N
P-4426,Product_4426,Home,Furniture,Brand_76,39950.69,20585.56,2023-04-10,Y
P-4427,Product_4427,Fashion,Kids,Brand_29,23557.0,12976.95,2023-09-11,Y
P-4428,Product_4428,Electronics,Accessories,Brand_68,32100.1,19609.56,2022-07-06,N
P-4429,Product_4429,Grocery,Beverages,Brand_30,15075.84,11279.91,2022-07-29,Y
P-4430,Product_4430,Grocery,Food,Brand_24,47463.38,33484.34,2023-07-13,N
P-4431,Product_4431,Home,Decor,Brand_78,480.13,310.29,2024-02-20,Y
P-4432,Product_4432,Electronics,Laptop,Brand_60,28868.8,21711.93,2024-11-20,N
P-4433,Product_4433,Home,Decor,Brand_15,13180.97,9283.66,2022-12-24,Y
P-4434,Product_4434,Electronics,Accessories,Brand_17,47754.14,29237.74,2023-01-02,N
P-4435,Product_4435,Electronics,Laptop,Brand_45,8622.76,6630.16,2022-11-20,Y
P-4436,Product_4436,Electronics,Laptop,Brand_19,28027.69,20573.1,2022-10-08,N
P-4437,Product_4437,Electronics,Mobile,Brand_27,9166.39,5818.47,2022-07-16,N
P-4438,Product_4438,Fashion,Men,Brand_23,4217.0,2918.15,2023-11-28,N
P-4439,Product_4439,Home,Furniture,Brand_36,6700.7,3509.85,2024-02-11,N
P-4440,Product_4440,Grocery,Beverages,Brand_49,12009.19,8092.59,2023-01-18,Y
P-4441,Product_4441,Home,Decor,Brand_96,3034.29,2089.46,2023-11-10,N
P-4442,Product_4442,Electronics,Accessories,Brand_13,38055.73,25681.94,2022-05-26,N
P-4443,Product_4443,Fashion,Men,Brand_74,38481.65,25337.36,2023-04-17,N
P-4444,Product_4444,Home,Furniture,Brand_77,49912.76,33677.14,2023-09-14,Y
P-4445,Product_4445,Grocery,Food,Brand_30,1019.89,695.82,2023-08-19,Y
P-4446,Product_4446,Fashion,Women,Brand_11,15857.18,11850.22,2022-11-18,Y
P-4447,Product_4447,Grocery,Food,Brand_22,46951.69,35853.71,2023-02-27,N
P-4448,Product_4448,Electronics,Mobile,Brand_84,27186.94,15744.29,2022-08-26,N
P-4449,Product_4449,Fashion,Men,Brand_95,47305.35,23889.64,2023-06-01,Y
P-4450,Product_4450,Fashion,Men,Brand_87,27460.96,19012.28,2022-07-09,Y
P-4451,Product_4451,Fashion,Men,Brand_54,32000.71,20099.69,2022-04-15,Y
P-4452,Product_4452,Electronics,Laptop,Brand_18,18097.54,14285.85,2023-11-16,N
P-4453,Product_4453,Fashion,Men,Brand_59,4651.37,2374.78,2024-02-21,N
P-4454,Product_4454,Grocery,Food,Brand_45,39480.59,31583.15,2022-12-11,N
P-4455,Product_4455,Electronics,Accessories,Brand_75,25370.69,15413.37,2024-10-17,Y
P-4456,Product_4456,Fashion,Women,Brand_36,10271.93,7136.11,2022-08-22,Y
P-4457,Product_4457,Grocery,Food,Brand_72,7500.34,5515.83,2022-11-21,N
P-4458,Product_4458,Grocery,Food,Brand_85,21604.07,12887.38,2024-06-18,N
P-4459,Product_4459,Fashion,Women,Brand_71,16796.22,9257.46,2023-02-16,N
P-4460,Product_4460,Home,Furniture,Brand_85,29348.55,23313.79,2024-01-13,N
P-4461,Product_4461,Home,Furniture,Brand_72,32226.89,22958.51,2023-11-12,N
P-4462,Product_4462,Electronics,Accessories,Brand_29,12432.55,9754.55,2022-02-21,N
P-4463,Product_4463,Grocery,Food,Brand_62,41840.02,23871.87,2022-06-22,Y
P-4464,Product_4464,Home,Furniture,Brand_25,19107.59,13996.52,2023-08-26,N
P-4465,Product_4465,Grocery,Beverages,Brand_80,18957.75,15053.19,2024-01-29,N
P-4466,Product_4466,Grocery,Beverages,Brand_6,1187.42,808.69,2023-07-26,N
P-4467,Product_4467,Electronics,Accessories,Brand_43,12986.19,8619.59,2023-03-24,Y
P-4468,Product_4468,Electronics,Laptop,Brand_69,2707.44,1382.17,2023-08-05,N
P-4469,Product_4469,Fashion,Women,Brand_47,35360.47,21304.84,2023-06-11,Y
P-4470,Product_4470,Fashion,Men,Brand_83,29126.52,16467.5,2023-10-02,N
P-4471,Product_4471,Grocery,Food,Brand_47,23634.97,14329.75,2024-02-24,Y
P-4472,Product_4472,Grocery,Food,Brand_47,11767.21,7697.67,2024-08-25,Y
P-4473,Product_4473,Fashion,Men,Brand_52,1661.46,1049.19,2024-09-26,Y
P-4474,Product_4474,Fashion,Men,Brand_7,46925.82,35804.61,2022-01-10,Y
P-4475,Product_4475,Electronics,Mobile,Brand_45,28392.19,18669.12,2024-07-02,Y
P-4476,Product_4476,Home,Furniture,Brand_42,10828.22,5610.29,2023-08-16,N
P-4477,Product_4477,Fashion,Women,Brand_27,27228.71,16319.46,2022-12-04,Y
P-4478,Product_4478,Fashion,Women,Brand_19,34840.39,27412.46,2022-02-04,Y
P-4479,Product_4479,Electronics,Laptop,Brand_96,47846.44,26428.16,2023-03-21,N
P-4480,Product_4480,Electronics,Laptop,Brand_95,12250.41,8349.68,2023-03-09,Y
P-4481,Product_4481,Grocery,Food,Brand_78,46607.19,32787.66,2024-04-03,N
P-4482,Product_4482,Grocery,Beverages,Brand_100,26785.08,20793.84,2022-05-29,Y
P-4483,Product_4483,Fashion,Kids,Brand_68,3121.7,2121.89,2023-12-23,N
P-4484,Product_4484,Fashion,Women,Brand_52,38455.23,21985.79,2023-02-15,Y
P-4485,Product_4485,Fashion,Men,Brand_33,33420.57,17194.31,2023-09-23,N
P-4486,Product_4486,Home,Furniture,Brand_42,42406.9,30598.2,2024-01-21,Y
P-4487,Product_4487,Grocery,Food,Brand_34,25896.49,19755.91,2024-04-06,N
P-4488,Product_4488,Electronics,Laptop,Brand_70,12500.56,7356.8,2022-03-28,N
P-4489,Product_4489,Grocery,Beverages,Brand_44,41136.28,29628.56,2023-11-27,N
P-4490,Product_4490,Grocery,Beverages,Brand_20,22655.68,11736.06,2022-04-16,N
P-4491,Product_4491,Electronics,Accessories,Brand_83,38019.52,23437.22,2023-08-07,Y
P-4492,Product_4492,Home,Decor,Brand_36,8323.99,5108.5,2024-10-22,N
P-4493,Product_4493,Home,Decor,Brand_90,34599.05,26923.32,2022-03-22,Y
P-4494,Product_4494,Electronics,Laptop,Brand_23,26272.98,16297.37,2024-10-15,Y
P-4495,Product_4495,Fashion,Women,Brand_89,3213.39,2047.09,2024-04-13,Y
P-4496,Product_4496,Home,Furniture,Brand_88,30582.9,17291.9,2024-10-07,N
P-4497,Product_4497,Fashion,Women,Brand_49,12207.83,6329.26,2024-02-11,Y
P-4498,Product_4498,Electronics,Accessories,Brand_17,46592.72,32767.34,2022-06-16,Y
P-4499,Product_4499,Home,Furniture,Brand_75,20852.39,14513.39,2023-10-02,Y
P-4500,Product_4500,Electronics,Mobile,Brand_45,31157.68,22135.46,2022-10-09,Y
P-4501,Product_4501,Grocery,Food,Brand_79,18593.57,12748.67,2024-03-12,Y
P-4502,Product_4502,Electronics,Accessories,Brand_59,18922.09,9810.22,2024-03-17,Y
P-4503,Product_4503,Home,Decor,Brand_12,21138.31,15246.51,2024-06-05,Y
P-4504,Product_4504,Home,Decor,Brand_84,12891.0,8819.84,2023-05-08,N
P-4505,Product_4505,Fashion,Women,Brand_46,28809.19,15676.26,2023-10-30,N
P-4506,Product_4506,Home,Furniture,Brand_84,47757.45,36829.84,2023-05-19,N
P-4507,Product_4507,Grocery,Beverages,Brand_12,946.64,576.52,2024-09-26,Y
P-4508,Product_4508,Fashion,Men,Brand_27,47577.36,23853.85,2022-02-14,Y
P-4509,Product_4509,Fashion,Men,Brand_9,40915.96,21808.13,2022-02-26,Y
P-4510,Product_4510,Fashion,Women,Brand_47,42689.35,26730.85,2022-01-29,N
P-4511,Product_4511,Grocery,Beverages,Brand_20,33089.99,19486.7,2024-10-18,Y
P-4512,Product_4512,Electronics,Accessories,Brand_3,39269.96,22567.09,2023-06-02,Y
P-4513,Product_4513,Grocery,Food,Brand_5,32047.46,20452.87,2022-05-28,Y
P-4514,Product_4514,Electronics,Mobile,Brand_2,1598.43,1077.18,2023-12-01,Y
P-4515,Product_4515,Grocery,Beverages,Brand_44,37092.19,27798.43,2024-08-05,N
P-4516,Product_4516,Grocery,Beverages,Brand_27,35209.73,26092.72,2022-08-18,N
P-4517,Product_4517,Grocery,Food,Brand_27,45004.42,24095.55,2023-04-05,Y
P-4518,Product_4518,Grocery,Beverages,Brand_22,15902.98,10666.76,2024-06-04,N
P-4519,Product_4519,Grocery,Beverages,Brand_88,14062.1,10723.6,2022-05-28,N
P-4520,Product_4520,Electronics,Mobile,Brand_52,10935.99,7258.46,2022-07-15,N
P-4521,Product_4521,Home,Furniture,Brand_93,13270.89,7075.14,2023-11-23,N
P-4522,Product_4522,Fashion,Kids,Brand_3,34934.3,17786.69,2022-03-07,Y
P-4523,Product_4523,Electronics,Laptop,Brand_54,1137.77,677.71,2023-04-09,N
P-4524,Product_4524,Fashion,Men,Brand_69,45191.17,24572.88,2024-10-04,Y
P-4525,Product_4525,Home,Furniture,Brand_12,34192.07,19590.73,2022-12-18,N
P-4526,Product_4526,Grocery,Beverages,Brand_15,18529.26,11474.19,2024-08-01,N
P-4527,Product_4527,Electronics,Laptop,Brand_86,38966.17,27371.65,2024-04-14,N
P-4528,Product_4528,Electronics,Mobile,Brand_36,35728.5,20751.49,2023-09-28,Y
P-4529,Product_4529,Fashion,Men,Brand_53,29718.35,21180.64,2024-03-08,Y
P-4530,Product_4530,Fashion,Kids,Brand_90,28397.57,21512.49,2022-03-09,Y
P-4531,Product_4531,Home,Decor,Brand_34,46147.96,25206.22,2022-05-09,Y
P-4532,Product_4532,Fashion,Women,Brand_47,6556.81,3426.47,2022-11-03,Y
P-4533,Product_4533,Fashion,Men,Brand_69,15668.47,10068.27,2024-08-13,N
P-4534,Product_4534,Electronics,Laptop,Brand_26,1852.33,939.3,2023-04-20,Y
P-4535,Product_4535,Electronics,Laptop,Brand_14,36537.36,21655.55,2022-11-30,Y
P-4536,Product_4536,Fashion,Women,Brand_94,36140.74,27865.75,2024-01-31,Y
P-4537,Product_4537,Fashion,Kids,Brand_99,28751.17,16444.19,2022-09-27,Y
P-4538,Product_4538,Grocery,Beverages,Brand_7,16189.76,8329.65,2024-10-27,N
P-4539,Product_4539,Electronics,Mobile,Brand_89,21729.38,16892.84,2022-03-31,N
P-4540,Product_4540,Grocery,Food,Brand_14,1471.18,855.69,2023-11-01,Y
P-4541,Product_4541,Fashion,Kids,Brand_22,46189.33,25488.66,2024-06-24,Y
P-4542,Product_4542,Electronics,Mobile,Brand_95,45972.81,30622.23,2022-08-13,Y
P-4543,Product_4543,Home,Decor,Brand_8,44966.37,27337.37,2022-12-18,Y
P-4544,Product_4544,Home,Furniture,Brand_9,48973.12,25829.79,2024-12-19,Y
P-4545,Product_4545,Fashion,Women,Brand_59,23439.21,16816.23,2022-11-30,Y
P-4546,Product_4546,Grocery,Beverages,Brand_97,27639.47,21414.34,2022-02-18,Y
P-4547,Product_4547,Electronics,Laptop,Brand_83,8402.92,5238.64,2022-07-10,N
P-4548,Product_4548,Fashion,Men,Brand_94,44794.56,25614.65,2023-09-28,Y
P-4549,Product_4549,Home,Furniture,Brand_25,30751.28,21471.09,2024-03-22,N
P-4550,Product_4550,Fashion,Kids,Brand_94,17063.45,12589.05,2023-06-09,N
P-4551,Product_4551,Grocery,Food,Brand_40,41930.98,24591.24,2022-01-18,Y
P-4552,Product_4552,Fashion,Women,Brand_38,16224.75,9205.89,2023-10-30,N
